Simparams: [dsname, z, center[0], center[1], center[2], Rvir, pathname, L[0], L[1], L[2], convert]
Simparams: ['VELA_v2_01', 2.9992119434663596, 0.5126152038574219, 0.5041236877441406, 0.4491004943847656, 31.25, '/global/cscratch1/sd/cstrawn/VELA_v2_01/10MpcBox_csf512_a0.250.d', 0.0763461, -0.95166, 61.7763, 3572.132392817435]
Scanparams: [R, n_th, n_phi, n_r, r_max, num_lines, line_reached]
Scanparams: [0.052489655864102445, 12, 12, 12, 1.5, 416, 0]
Ions: [' ']
Bins: [density:low:0.0_1e-2, density:medium:1e-2_1e-1, density:selfshielding:1e-1_1e1, density:starforming:1e1_np.inf, temperature:cold:0.0_10**3.8, temperature:cool:10**3.8_10**4.5, temperature:warm-hot:10**4.5_10**6.5, temperature:hot:10**6.5_np.inf, radial_velocity:inflow:-np.inf_-10:units-km/s, radial_velocity:tangential:-10_10:units-km/s, radial_velocity:outflow:10_np.inf:units-km/s, resolution:high:0_500:field-(gas,dx):units-pc, resolution:medium:500_1200:field-(gas,dx):units-pc, resolution:low:1200_np.inf:field-(gas,dx):units-pc]
Data: [i, theta, phi, r, alpha, startx, starty, startz, endx, endy, endz,  :cdens,  :fraction,  :density:low,  :density:medium,  :density:selfshielding,  :density:starforming,  :temperature:cold,  :temperature:cool,  :temperature:warm-hot,  :temperature:hot,  :radial_velocity:inflow:units-km/s,  :radial_velocity:tangential:units-km/s,  :radial_velocity:outflow:units-km/s,  :resolution:high:field-(gas,dx):units-pc,  :resolution:medium:field-(gas,dx):units-pc,  :resolution:low:field-(gas,dx):units-pc, T, n, Z]
[ 1.48000000e+02  1.30899694e+00  3.66519143e+00  9.54357379e-03  4.83579266e+00  4.68723331e-01  4.78566464e-01  4.62347976e-01  5.52047362e-01  5.24720604e-01  4.18216839e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.49000000e+02  1.83259571e+00  5.75958653e+00  8.35062707e-03  1.01857814e+00  5.56506595e-01  4.78985812e-01  4.35072059e-01  4.77304480e-01  5.34103526e-01  4.76420803e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.50000000e+02  2.35619449e+00  2.61799388e+00  8.35062707e-03  2.71557975e+00  4.80426323e-01  5.23250774e-01  4.12314703e-01  5.47346534e-01  5.00812854e-01  4.90024940e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.51000000e+02  7.85398163e-01  5.75958653e+00  1.31224140e-02  3.10047995e-01  5.44804085e-01  4.84996601e-01  4.85886286e-01  4.89721981e-01  5.45766458e-01  4.20360396e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.52000000e+02  1.83259571e+00  4.71238898e+00  4.77178690e-03  3.39062752e+00  5.12597934e-01  4.53637844e-01  4.34735840e-01  5.03418371e-01  5.54835846e-01  4.61105442e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.53000000e+02  7.85398163e-01  1.57079633e+00  1.31224140e-02  6.18833570e+00  5.12661421e-01  5.40663378e-01  4.86783553e-01  4.87222897e-01  4.71496880e-01  4.12020374e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.54000000e+02  1.83259571e+00  5.75958653e+00  1.19294672e-02  3.02832069e+00  5.56506595e-01  4.78985812e-01  4.35072059e-01  4.59940840e-01  5.07614718e-01  4.64670989e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.55000000e+02  7.85398163e-01  2.61799388e+00  4.77178690e-03  1.45961277e+00  4.80518051e-01  5.22107378e-01  4.86537423e-01  5.49713939e-01  4.81932555e-01  4.18577372e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.56000000e+02  1.83259571e+00  2.09439510e+00  1.19294672e-02  3.13355909e+00  4.87248297e-01  5.48235946e-01  4.36224446e-01  5.56844615e-01  4.73875680e-01  4.61671630e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.57000000e+02  2.61799388e-01  0.00000000e+00  8.35062707e-03  5.88674222e+00  5.26263167e-01  5.03342863e-01  4.99778768e-01  5.05456258e-01  5.20123334e-01  3.98259586e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.58000000e+02  1.30899694e+00  4.71238898e+00  4.77178690e-03  1.46061644e+00  5.12631509e-01  4.53219332e-01  4.61903241e-01  5.13655405e-01  5.56914103e-01  4.45563043e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.59000000e+02  1.83259571e+00  2.09439510e+00  1.19294672e-02  2.53888845e-02  4.87248297e-01  5.48235946e-01  4.36224446e-01  5.16502551e-01  4.50701023e-01  4.61754493e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.60000000e+02  1.30899694e+00  4.71238898e+00  5.96473362e-03  5.81967908e+00  5.12631509e-01  4.53219332e-01  4.61903241e-01  5.23195318e-01  5.53084525e-01  4.31309040e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.61000000e+02  1.57079633e+00  2.09439510e+00  5.96473362e-03  4.90700099e+00  4.86370829e-01  5.49575421e-01  4.49833110e-01  5.36524411e-01  4.58286387e-01  4.36734011e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.62000000e+02  1.04719755e+00  1.57079633e+00  9.54357379e-03  2.55591227e-01  5.12648067e-01  5.49171419e-01  4.76042373e-01  4.94419266e-01  4.58092117e-01  4.27124814e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.63000000e+02  2.09439510e+00  4.71238898e+00  7.15768035e-03  3.04441502e+00  5.12582340e-01  4.59075957e-01  4.22158616e-01  4.98531771e-01  5.47638744e-01  4.76746803e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.64000000e+02  2.61799388e+00  1.04719755e+00  1.19294672e-02  5.87565424e+00  5.25681652e-01  5.27549988e-01  4.03982423e-01  4.77701571e-01  4.85697056e-01  4.87450380e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.65000000e+02  2.61799388e-01  1.04719755e+00  2.38589345e-03  2.03380667e+00  5.19470623e-01  5.15106637e-01  4.99968382e-01  5.05559269e-01  4.88514677e-01  3.99370182e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.66000000e+02  1.57079633e+00  0.00000000e+00  1.31224140e-02  1.49300545e+00  5.65104820e-01  5.04124187e-01  4.49035633e-01  4.63291392e-01  5.05710641e-01  4.74573153e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.67000000e+02  1.83259571e+00  3.14159265e+00  1.31224140e-02  1.74667311e+00  4.61897341e-01  5.04332461e-01  4.35579445e-01  5.53846227e-01  5.08008804e-01  4.86102140e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.68000000e+02  1.30899694e+00  4.18879020e+00  5.96473362e-03  8.16059827e-01  4.87281036e-01  4.60010947e-01  4.62039194e-01  5.45785649e-01  5.45419190e-01  4.44623739e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.69000000e+02  1.57079633e+00  2.09439510e+00  5.96473362e-03  2.06811446e+00  4.86370829e-01  5.49575421e-01  4.49833110e-01  5.43434024e-01  4.61919911e-01  4.58830853e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.70000000e+02  1.30899694e+00  5.23598776e-01  2.38589345e-03  4.38088891e+00  5.56540652e-01  5.29262399e-01  4.63020414e-01  4.70560989e-01  4.78343716e-01  4.30842142e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.71000000e+02  1.83259571e+00  4.18879020e+00  9.54357379e-03  3.61514922e+00  4.87247461e-01  4.60429459e-01  4.34871793e-01  5.23789198e-01  5.56810384e-01  4.54773416e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.72000000e+02  1.83259571e+00  1.57079633e+00  1.19294672e-02  5.72146095e-01  5.12598899e-01  5.55028043e-01  4.36297748e-01  4.93085411e-01  4.58823346e-01  4.73507101e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.73000000e+02  2.09439510e+00  5.23598776e+00  8.35062707e-03  3.57135194e+00  5.35311069e-01  4.65165584e-01  4.22224337e-01  4.75772489e-01  5.37684918e-01  4.69306814e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.74000000e+02  2.61799388e+00  5.75958653e+00  3.57884017e-03  2.28781046e+00  5.35287578e-01  4.91703231e-01  4.03418335e-01  4.91741853e-01  5.10051141e-01  4.97161494e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.75000000e+02  1.04719755e+00  5.23598776e-01  9.54357379e-03  2.43677963e+00  5.52015063e-01  5.26445802e-01  4.75643635e-01  4.76383221e-01  4.66931198e-01  4.33709253e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.76000000e+02  1.57079633e+00  3.14159265e+00  1.19294672e-02  7.44760044e-02  4.60125588e-01  5.04123188e-01  4.49165356e-01  5.62496204e-01  4.80899113e-01  4.50412413e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.77000000e+02  1.30899694e+00  1.04719755e+00  1.19294672e-02  2.79274159e+00  5.37982947e-01  5.47817917e-01  4.63329195e-01  5.06424317e-01  4.49771262e-01  4.43042199e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.78000000e+02  1.57079633e+00  0.00000000e+00  8.35062707e-03  6.24122177e+00  5.65104820e-01  5.04124187e-01  4.49035633e-01  4.61428700e-01  5.20611213e-01  4.48725723e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.79000000e+02  7.85398163e-01  2.61799388e+00  9.54357379e-03  2.64831168e+00  4.80518051e-01  5.22107378e-01  4.86537423e-01  5.57400419e-01  4.97802671e-01  4.19313629e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.80000000e+02  1.04719755e+00  5.23598776e-01  2.38589345e-03  5.43859239e+00  5.52015063e-01  5.26445802e-01  4.75643635e-01  4.73253499e-01  4.85527072e-01  4.19581798e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.81000000e+02  1.83259571e+00  5.23598776e-01  1.31224140e-02  3.91183053e+00  5.56507077e-01  5.29680911e-01  4.35853013e-01  4.76486528e-01  4.62237985e-01  4.44148745e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.82000000e+02  1.83259571e+00  4.71238898e+00  1.31224140e-02  8.70938734e-01  5.12597934e-01  4.53637844e-01  4.34735840e-01  5.29054425e-01  5.46264953e-01  4.81319728e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.83000000e+02  7.85398163e-01  1.04719755e+00  7.15768035e-03  3.92555822e+00  5.31219255e-01  5.35691571e-01  4.86684028e-01  5.06582915e-01  4.74354890e-01  4.05127188e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.84000000e+02  1.04719755e+00  5.23598776e+00  9.54357379e-03  5.71801693e+00  5.35375930e-01  4.64357081e-01  4.74707725e-01  5.06826701e-01  5.46315863e-01  4.15645424e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.85000000e+02  1.83259571e+00  1.57079633e+00  9.54357379e-03  2.91774741e-01  5.12598899e-01  5.55028043e-01  4.36297748e-01  4.94651895e-01  4.56178923e-01  4.66751196e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.86000000e+02  1.04719755e+00  3.66519143e+00  9.54357379e-03  3.19283890e+00  4.73280206e-01  4.80993070e-01  4.75040743e-01  5.40886534e-01  5.42520436e-01  4.23422688e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.87000000e+02  5.23598776e-01  1.04719755e+00  7.15768035e-03  4.56319621e+00  5.25793996e-01  5.26149620e-01  4.94886319e-01  5.07569049e-01  4.92074415e-01  3.97277981e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.88000000e+02  2.09439510e+00  5.23598776e+00  9.54357379e-03  6.03134548e+00  5.35311069e-01  4.65165584e-01  4.22224337e-01  5.05227023e-01  5.53005981e-01  4.71210772e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.89000000e+02  2.35619449e+00  2.61799388e+00  2.38589345e-03  3.84111954e+00  4.80426323e-01  5.23250774e-01  4.12314703e-01  5.48438170e-01  4.87142859e-01  4.83667789e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.90000000e+02  7.85398163e-01  2.61799388e+00  1.19294672e-02  1.62391736e+00  4.80518051e-01  5.22107378e-01  4.86537423e-01  5.57981040e-01  4.79638122e-01  4.29823196e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.91000000e+02  2.61799388e+00  4.18879020e+00  1.31224140e-02  5.19777360e+00  4.99436412e-01  4.82097756e-01  4.03314670e-01  5.45032219e-01  5.35957479e-01  4.81037308e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.92000000e+02  1.04719755e+00  1.04719755e+00  2.38589345e-03  3.11516738e+00  5.35376680e-01  5.43082224e-01  4.75920480e-01  4.93996089e-01  4.62807029e-01  4.22402300e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
