Simparams: [dsname, z, center[0], center[1], center[2], Rvir, pathname, L[0], L[1], L[2], convert]
Simparams: ['VELA_v2_01', 2.9992119434663596, 0.5126152038574219, 0.5041236877441406, 0.4491004943847656, 31.25, '/global/cscratch1/sd/cstrawn/VELA_v2_01/10MpcBox_csf512_a0.250.d', 0.0763461, -0.95166, 61.7763, 3572.132392817435]
Scanparams: [R, n_th, n_phi, n_r, r_max, num_lines, line_reached]
Scanparams: [0.052489655864102445, 12, 12, 12, 1.5, 416, 0]
Ions: [' ']
Bins: [density:low:0.0_1e-2, density:medium:1e-2_1e-1, density:selfshielding:1e-1_1e1, density:starforming:1e1_np.inf, temperature:cold:0.0_10**3.8, temperature:cool:10**3.8_10**4.5, temperature:warm-hot:10**4.5_10**6.5, temperature:hot:10**6.5_np.inf, radial_velocity:inflow:-np.inf_-10:units-km/s, radial_velocity:tangential:-10_10:units-km/s, radial_velocity:outflow:10_np.inf:units-km/s, resolution:high:0_500:field-(gas,dx):units-pc, resolution:medium:500_1200:field-(gas,dx):units-pc, resolution:low:1200_np.inf:field-(gas,dx):units-pc]
Data: [i, theta, phi, r, alpha, startx, starty, startz, endx, endy, endz,  :cdens,  :fraction,  :density:low,  :density:medium,  :density:selfshielding,  :density:starforming,  :temperature:cold,  :temperature:cool,  :temperature:warm-hot,  :temperature:hot,  :radial_velocity:inflow:units-km/s,  :radial_velocity:tangential:units-km/s,  :radial_velocity:outflow:units-km/s,  :resolution:high:field-(gas,dx):units-pc,  :resolution:medium:field-(gas,dx):units-pc,  :resolution:low:field-(gas,dx):units-pc, T, n, Z]
[ 1.03000000e+02  2.61799388e+00  2.61799388e+00  1.31224140e-02  3.52346682e+00  4.89830487e-01  5.17944513e-01  4.03878758e-01  5.52963498e-01  5.07552648e-01  4.87106685e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.04000000e+02  5.23598776e-01  4.18879020e+00  9.54357379e-03  1.69597109e+00  4.99548755e-01  4.80697387e-01  4.94218565e-01  5.31309372e-01  5.41795547e-01  4.14978840e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.05000000e+02  0.00000000e+00  5.23598776e+00  7.15768035e-03  3.73715482e+00  5.12680065e-01  5.03315184e-01  5.01583883e-01  5.06360945e-01  4.92156901e-01  3.97390710e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.06000000e+02  1.57079633e+00  2.09439510e+00  1.31224140e-02  4.06043450e+00  4.86370829e-01  5.49575421e-01  4.49833110e-01  5.50646133e-01  4.69421247e-01  4.28277376e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.07000000e+02  1.83259571e+00  5.23598776e+00  4.77178690e-03  6.74484792e-02  5.37948536e-01  4.60429941e-01  4.34809142e-01  4.95785966e-01  5.52046360e-01  4.63953703e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.08000000e+02  2.35619449e+00  0.00000000e+00  8.35062707e-03  5.09548650e-01  5.49685103e-01  5.04695739e-01  4.11943270e-01  4.82162228e-01  5.17875096e-01  4.91237796e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.09000000e+02  2.61799388e+00  1.57079633e+00  1.07365205e-02  1.47884013e+00  5.12559282e-01  5.31065587e-01  4.04052798e-01  5.10750175e-01  4.96253317e-01  5.03075467e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[110.           0.78539816   0.           0.           3.67941886   0.54977683   0.50355234   0.48616599   0.47545358   0.50469503   0.412035    -1.          -1.          -1.          -1.  -1.          -1.          -1.          -1.          -1.  -1.          -1.          -1.          -1.          -1.  -1.          -1.          -1.          -1.          -1.        ]
[ 1.11000000e+02  2.35619449e+00  4.18879020e+00  1.19294672e-02  1.81371854e+00  4.94011152e-01  4.72555804e-01  4.11516961e-01  5.17482949e-01  5.22846028e-01  5.00627140e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.12000000e+02  1.30899694e+00  2.61799388e+00  8.35062707e-03  6.98487968e-01  4.68723813e-01  5.29261563e-01  4.63128930e-01  5.51490679e-01  4.67142287e-01  4.45479645e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.13000000e+02  2.09439510e+00  2.09439510e+00  9.54357379e-03  6.52452975e-02  4.89854477e-01  5.43890295e-01  4.23493263e-01  5.18108085e-01  4.56785037e-01  4.74826134e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.14000000e+02  2.09439510e+00  2.61799388e+00  1.31224140e-02  5.17864404e+00  4.73215778e-01  5.27253556e-01  4.23257538e-01  5.53762629e-01  4.67081954e-01  4.53460831e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.15000000e+02  1.57079633e+00  0.00000000e+00  1.31224140e-02  3.36756516e+00  5.65104820e-01  5.04124187e-01  4.49035633e-01  4.63252720e-01  4.79400118e-01  4.43075257e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.16000000e+02  2.09439510e+00  4.18879020e+00  7.15768035e-03  2.79349494e+00  4.89853728e-01  4.65165151e-01  4.22280508e-01  5.22207846e-01  5.46874159e-01  4.79704415e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.17000000e+02  2.09439510e+00  3.66519143e+00  7.15768035e-03  3.23778529e+00  4.73215345e-01  4.81801573e-01  4.22557354e-01  5.44821784e-01  5.38620613e-01  4.74178769e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.18000000e+02  1.57079633e+00  3.66519143e+00  1.31224140e-02  5.43614161e+00  4.67157613e-01  4.77881541e-01  4.48752414e-01  5.63764800e-01  5.14492888e-01  4.30115983e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.19000000e+02  1.30899694e+00  4.18879020e+00  5.96473362e-03  1.91221810e+00  4.87281036e-01  4.60010947e-01  4.62039194e-01  5.35647060e-01  5.51993371e-01  4.47186009e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.20000000e+02  1.83259571e+00  0.00000000e+00  4.77178690e-03  3.71085299e+00  5.63299492e-01  5.04333426e-01  4.35454142e-01  4.61015109e-01  4.95987291e-01  4.57565292e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.21000000e+02  1.04719755e+00  5.23598776e-01  1.19294672e-02  1.47521276e+00  5.52015063e-01  5.26445802e-01  4.75643635e-01  4.64061083e-01  4.78736255e-01  4.43885921e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.22000000e+02  2.35619449e+00  4.18879020e+00  1.07365205e-02  1.62121394e+00  4.94011152e-01  4.72555804e-01  4.11516961e-01  5.22136152e-01  5.21847116e-01  4.99834609e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.23000000e+02  7.85398163e-01  0.00000000e+00  1.07365205e-02  4.14566859e+00  5.49776831e-01  5.03552343e-01  4.86165990e-01  4.89495754e-01  4.93572284e-01  4.00800622e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.24000000e+02  1.83259571e+00  4.71238898e+00  8.35062707e-03  4.39378020e+00  5.12597934e-01  4.53637844e-01  4.34735840e-01  5.07446771e-01  5.57642084e-01  4.48048974e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.25000000e+02  2.09439510e+00  1.57079633e+00  9.54357379e-03  3.16218524e+00  5.12583206e-01  5.49979922e-01  4.23558984e-01  5.31421028e-01  4.59558800e-01  4.73457012e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.26000000e+02  1.04719755e+00  2.61799388e+00  1.19294672e-02  1.51419305e+00  4.73280639e-01  5.26445053e-01  4.75740927e-01  5.59418352e-01  4.75656557e-01  4.43780341e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.27000000e+02  2.61799388e+00  1.04719755e+00  8.35062707e-03  3.71673233e+00  5.25681652e-01  5.27549988e-01  4.03982423e-01  5.07968714e-01  4.67701066e-01  4.88392222e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.28000000e+02  1.83259571e+00  2.61799388e+00  9.54357379e-03  2.98979345e-01  4.68690238e-01  5.29680076e-01  4.35961529e-01  5.44916707e-01  4.64485082e-01  4.66942074e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.29000000e+02  1.57079633e+00  2.09439510e+00  1.31224140e-02  4.17580418e+00  4.86370829e-01  5.49575421e-01  4.49833110e-01  5.48537485e-01  4.68230441e-01  4.26617662e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.30000000e+02  1.57079633e+00  4.71238898e+00  3.57884017e-03  3.40806665e+00  5.12614704e-01  4.51640259e-01  4.48291991e-01  5.05724324e-01  5.56392881e-01  4.48033513e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.31000000e+02  2.35619449e+00  0.00000000e+00  1.31224140e-02  5.13608212e+00  5.49685103e-01  5.04695739e-01  4.11943270e-01  4.61326916e-01  5.14305060e-01  4.67810503e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.32000000e+02  1.30899694e+00  3.66519143e+00  9.54357379e-03  2.70344466e+00  4.68723331e-01  4.78566464e-01  4.62347976e-01  5.48383935e-01  5.44494083e-01  4.44226355e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.33000000e+02  1.30899694e+00  4.18879020e+00  5.96473362e-03  2.88050284e+00  4.87281036e-01  4.60010947e-01  4.62039194e-01  5.28107774e-01  5.54037423e-01  4.39392891e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.34000000e+02  1.83259571e+00  5.23598776e-01  1.07365205e-02  5.46649148e+00  5.56507077e-01  5.29680911e-01  4.35853013e-01  4.59847344e-01  4.90319109e-01  4.47175576e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.35000000e+02  7.85398163e-01  0.00000000e+00  8.35062707e-03  2.14257882e-01  5.49776831e-01  5.03552343e-01  4.86165990e-01  4.73900075e-01  5.20757398e-01  4.15686490e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.36000000e+02  1.57079633e+00  2.09439510e+00  9.54357379e-03  2.94443095e+00  4.86370829e-01  5.49575421e-01  4.49833110e-01  5.53965800e-01  4.69288359e-01  4.52191806e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.37000000e+02  2.61799388e+00  2.61799388e+00  7.15768035e-03  2.82603900e+00  4.89830487e-01  5.17944513e-01  4.03878758e-01  5.38425329e-01  5.04104211e-01  4.95898556e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.38000000e+02  7.85398163e-01  0.00000000e+00  8.35062707e-03  4.09886660e+00  5.49776831e-01  5.03552343e-01  4.86165990e-01  4.85900646e-01  4.95332601e-01  4.03262886e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.39000000e+02  1.57079633e+00  5.23598776e-01  4.77178690e-03  2.90066242e+00  5.58072794e-01  5.30365835e-01  4.49448574e-01  4.72148636e-01  4.70069851e-01  4.50893982e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.40000000e+02  1.04719755e+00  5.23598776e-01  7.15768035e-03  5.95740070e+00  5.52015063e-01  5.26445802e-01  4.75643635e-01  4.69179915e-01  4.95042517e-01  4.19315774e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.41000000e+02  2.09439510e+00  1.57079633e+00  2.38589345e-03  5.21323092e-01  5.12583206e-01  5.49979922e-01  4.23558984e-01  5.08516052e-01  4.59517219e-01  4.76668432e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.42000000e+02  1.83259571e+00  1.04719755e+00  7.15768035e-03  5.81704664e+00  5.37949372e-01  5.48236429e-01  4.36161794e-01  4.75939898e-01  4.65820615e-01  4.55735110e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.43000000e+02  1.30899694e+00  5.23598776e+00  1.31224140e-02  2.59639470e+00  5.37982111e-01  4.60011429e-01  4.61976543e-01  4.68216726e-01  5.37480656e-01  4.49649106e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.44000000e+02  1.30899694e+00  3.14159265e+00  1.07365205e-02  3.53396505e+00  4.61930916e-01  5.03913949e-01  4.62746846e-01  5.59151781e-01  5.23880984e-01  4.28540461e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.45000000e+02  2.61799388e+00  1.04719755e+00  1.19294672e-03  2.36513044e+00  5.25681652e-01  5.27549988e-01  4.03982423e-01  5.01753993e-01  4.81099388e-01  4.95034412e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.46000000e+02  2.09439510e+00  2.61799388e+00  2.38589345e-03  5.81638722e+00  4.73215778e-01  5.27253556e-01  4.23257538e-01  5.50731490e-01  4.76847770e-01  4.72968975e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.47000000e+02  2.61799388e-01  1.04719755e+00  9.54357379e-03  1.82985145e+00  5.19470623e-01  5.15106637e-01  4.99968382e-01  5.01385658e-01  4.75834419e-01  4.04306045e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
